,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
8288,681459109,False,finalized,3,2/25/15 1:32,positive,1.0,,,Delta,,angrydesi,,0,"@JetBlue:  Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana, #Cuba? (#JetBlue #Vacation)",,2/19/15 13:54,5.68529e+17,Everywhere,Eastern Time (US & Canada)
242,681448688,False,finalized,3,2/25/15 4:21,negative,1.0,Customer Service Issue,1.0,Virgin America,,bluesmoon,,0,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",,2/21/15 9:51,5.69193e+17,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada)
12041,681677188,False,finalized,3,2/25/15 19:08,neutral,0.6755,,0.0,American,,LancasterPattie,,0,@AmericanAir we've already made other arrangements ourselves.,,2/24/15 11:43,5.70308e+17,,
11587,681462888,False,finalized,3,2/25/15 4:43,negative,1.0,Cancelled Flight,0.3511,US Airways,,Kohrsnd,,0,"@USAirways already called, no other options, flight is being reimbursed. Never again, you are unreliable for business travelers.",,2/17/15 20:46,5.67908e+17,"Cincinnati, OH",Eastern Time (US & Canada)
803,681449355,False,finalized,3,2/25/15 9:50,negative,1.0,Customer Service Issue,1.0,United,,wordstern,,0,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",,2/23/15 20:16,5.70075e+17,"San Francisco, CA",Pacific Time (US & Canada)
2211,681451448,False,finalized,3,2/25/15 6:10,negative,1.0,Lost Luggage,0.6344,United,,SoulFreeDreams,,0,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",,2/21/15 17:54,5.69314e+17,"Columbus,Ohio",Eastern Time (US & Canada)
12799,681677953,False,finalized,3,2/25/15 19:47,negative,1.0,Cancelled Flight,1.0,American,,melindaeasley,,0,@AmericanAir two Cancelled Flightled LGA flights. Both by @Delta took off. Looks like I have a new carrier @Delta!,"[35.87658269, -78.79254351]",2/23/15 16:27,5.70017e+17,Manhattan ,Eastern Time (US & Canada)
6639,681456950,False,finalized,3,2/25/15 3:37,neutral,1.0,,,Southwest,,deantak,,0,@SouthwestAir followed.,,2/17/15 10:15,5.67749e+17,Silicon Valley,Pacific Time (US & Canada)
6749,681457146,False,finalized,3,2/25/15 8:20,negative,1.0,Flight Attendant Complaints,0.6522,Delta,,Oneladyyouadore,,0,"@JetBlue They weren't on any flight, they just came Late Flight. Your JetBlue employee just informed us!",,2/24/15 11:42,5.70308e+17,Georgia,Quito
7906,681458666,False,finalized,3,2/25/15 1:46,negative,1.0,Flight Attendant Complaints,1.0,Delta,,genna_campos,,0,@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/,,2/20/15 21:16,5.69003e+17,,Eastern Time (US & Canada)
12351,681677498,False,finalized,3,2/25/15 19:30,positive,1.0,,,American,,Rachelgaffney,,0,@AmericanAir thank you for replying. Trying to figure out how to get from there from DFW,,2/24/15 6:03,5.70222e+17,"Dallas,Tx",Central Time (US & Canada)
826,681449394,False,finalized,3,2/25/15 3:02,negative,1.0,Bad Flight,1.0,United,,theBRYZness,,0,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,,2/23/15 19:31,5.70063e+17,Broad & Pattison,
4614,681454606,False,finalized,3,2/25/15 6:23,positive,0.6718,,0.0,Southwest,,SportsDiva84,,0,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",,2/23/15 13:54,5.69979e+17,,Eastern Time (US & Canada)
7482,681458063,False,finalized,3,2/25/15 1:49,positive,0.6621,,0.0,Delta,,hugovzolano,,0,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,"[4.69840554, -74.14134323]",2/22/15 11:07,5.69574e+17,Fort Lauderdale,
4192,681454179,False,finalized,3,2/25/15 6:18,negative,1.0,Cancelled Flight,1.0,United,,DC_Geoff,,0,@united 3359 which you finally Cancelled Flightled.,,2/17/15 12:51,5.67788e+17,"Washington, DC",Atlantic Time (Canada)
12806,681677960,False,finalized,3,2/25/15 19:21,negative,1.0,Late Flight,0.6782,American,,StevenCWaters,,0,@AmericanAir stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,,2/23/15 16:20,5.70015e+17,Winterville NC,
1609,681450479,False,finalized,3,2/25/15 6:27,negative,1.0,Customer Service Issue,0.6657,United,,reccewife,,0,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",,2/22/15 15:54,5.69646e+17,"Kingston, Canada",Mountain Time (US & Canada)
469,681448962,False,finalized,3,2/25/15 9:05,negative,1.0,Customer Service Issue,0.7012,Virgin America,,wtcgroup,,0,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.,,2/17/15 14:17,5.6781e+17,SF Bay Area/ Las Vegas,
4137,681454124,False,finalized,3,2/25/15 1:23,positive,1.0,,,United,,dom_inic15,,0,@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :),,2/17/15 14:13,5.67809e+17,,Eastern Time (US & Canada)
1816,681450895,False,finalized,3,2/25/15 3:22,negative,1.0,Customer Service Issue,1.0,United,,aDeniseHuxtable,,0,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,,2/22/15 10:53,5.69571e+17,Nueva York,Quito
10629,681461921,False,finalized,3,2/25/15 7:41,negative,0.6246,Bad Flight,0.6246,US Airways,,ErinPlocica,,0,"@USAirways flight 705 FRA-CAT did some odd zig-zagging movements over Frankfurt...
Is everything ok?",,2/21/15 4:15,5.69108e+17,"NÌ_rnberg, Germany ",
6085,681456336,False,finalized,3,2/25/15 7:46,neutral,1.0,,,Southwest,,MinderJoan,,0,@SouthwestAir if you are giving tix to #DestinationDragons show would appreciate one or two for LA_Ù÷ãFlying from PHL to LAX on Friday,,2/18/15 20:41,5.68269e+17,,Eastern Time (US & Canada)
476,681448969,False,finalized,3,2/25/15 1:01,positive,1.0,,,Virgin America,,funky_bbq,,0,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),,2/17/15 14:04,5.67807e+17,,
3105,681452723,False,finalized,3,2/25/15 7:52,negative,0.6882,Customer Service Issue,0.3548,United,,Kimberlinho,,0,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis.",,2/19/15 23:24,5.68672e+17,,
5688,681455689,False,finalized,3,2/25/15 6:53,negative,1.0,Flight Booking Problems,0.6559,Southwest,,parshooter321,,0,"@SouthwestAir couldn't make flight, funds forfeited as a no show!! Was trying to book another flight using those funds, I'm out.","[33.1973379, -96.7573509]",2/20/15 8:08,5.68804e+17,,
38,681448241,False,finalized,3,2/25/15 5:08,neutral,0.6791,,0.0,Virgin America,,elisha_malulani,,0,@VirginAmerica when can I book my flight to Hawaii??,,2/23/15 17:54,5.70039e+17,i'm creating a monster ,Pacific Time (US & Canada)
14174,681679333,False,finalized,3,2/25/15 19:06,neutral,0.6315,,0.0,American,,SouljaCoy,,0,"@AmericanAir yep, they moved me to 16A as they showed me flying ""standby""",,2/22/15 16:43,5.69659e+17,"Orange County, CA",Pacific Time (US & Canada)
2067,681451302,False,finalized,3,2/25/15 9:39,neutral,0.6845,,,United,,kreespa,,0,@united all set. Figured it out at the baggage office!,,2/21/15 23:36,5.694e+17,Little Rhody,Eastern Time (US & Canada)
9556,681460841,False,finalized,3,2/25/15 7:46,negative,1.0,Customer Service Issue,0.3511,US Airways,,Isqrdisnegativ1,,0,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,,2/23/15 7:20,5.6988e+17,,
10076,681461365,False,finalized,3,2/25/15 7:51,negative,1.0,Customer Service Issue,0.6889,US Airways,,MityaFerenetz,,0,@USAirways Your customer service line keeps telling me call back Late Flightr and disconnects. How can I talk to someone about my flight?,,2/22/15 9:16,5.69546e+17,,Atlantic Time (Canada)
13981,681679139,False,finalized,3,2/25/15 19:11,neutral,0.6789,,,American,,joeyquart,,0,@AmericanAir I know you are getting pummeled tonight @dfwairport we were one of the lucky out of @slcairport just one more @AUStinAirport,,2/22/15 18:16,5.69682e+17,Buda Texas,Central Time (US & Canada)
2954,681452572,False,finalized,3,2/25/15 7:50,negative,1.0,Can't Tell,0.6867,United,,AndyA3,,0,@united yes to three different checkers along the walk to the plane. Overkill,,2/20/15 8:59,5.68817e+17,San Francisco,Pacific Time (US & Canada)
10312,681461603,False,finalized,3,2/25/15 6:09,negative,1.0,Late Flight,0.6947,US Airways,,iseriesdomino,,0,@USAirways can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!,,2/21/15 21:54,5.69375e+17,United States,Central Time (US & Canada)
5288,681455286,False,finalized,3,2/25/15 6:57,negative,1.0,Cancelled Flight,1.0,Southwest,,jamiemager,,0,"@SouthwestAir I fly back to Omaha for my grandmothers funeral, you Cancelled Flight my return flight and dont bother to notify me. Thanks a lot.",,2/21/15 11:09,5.69212e+17,,
3761,681453748,False,finalized,3,2/25/15 4:54,negative,1.0,Late Flight,1.0,United,,jesisforlovers,,0,@united my cats flight was delayed 1+hour  she will be arriving to Hawaii after 5 &amp; I won't be able to pick her up until tomorrow _Ù÷_,,2/18/15 12:27,5.68145e+17,"Oahu, Hi",Central Time (US & Canada)
13704,681678862,False,finalized,3,2/25/15 18:45,negative,1.0,Customer Service Issue,1.0,American,,troubledsoul99,,0,@AmericanAir ... Do I have to even say anything?  Over 6 hours on hold... No one has ever sucked as much as you. http://t.co/NcrMqIBIWo,,2/22/15 22:10,5.69741e+17,"Raleigh, NC",
2246,681451483,False,finalized,3,2/25/15 8:18,neutral,0.6814,,0.0,United,,gwen1013,,0,@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,,2/21/15 16:52,5.69299e+17,"New Haven, CT",
10047,681461335,False,finalized,3,2/25/15 4:11,negative,1.0,Can't Tell,1.0,US Airways,,sydlisterney,,0,@USAirways Round Two of being THE worst airline ever.,,2/22/15 10:03,5.69558e+17,babynole'18,Quito
9409,681460674,False,finalized,3,2/25/15 4:36,negative,1.0,Customer Service Issue,1.0,US Airways,,_leekinney,,0,@USAirways How can I speak to a human? Need 2 find bag delayed 2/21. Website and 800 # are telling me 2 different things! Got hung up on 2x,,2/23/15 11:48,5.69947e+17,"Philadelphia, PA",Quito
5605,681455605,False,finalized,3,2/25/15 10:12,positive,1.0,,,Southwest,,WaynePartello,,0,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.,,2/20/15 12:40,5.68873e+17,San Diego,Eastern Time (US & Canada)
1556,681450419,False,finalized,3,2/25/15 1:02,negative,1.0,Late Flight,1.0,United,,Andy_Pi,,1,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence,,2/22/15 17:12,5.69666e+17,NYC/Secaucus ,Santiago
8225,681459007,False,finalized,3,2/25/15 9:09,negative,1.0,Can't Tell,0.6942,Delta,,Clagett,,0,@JetBlue my butt hurts.,,2/19/15 17:52,5.68589e+17,Jamestown Virginia ,
1444,681450306,False,finalized,3,2/25/15 4:50,neutral,1.0,,,United,,ericdavidson86,,0,@united flight 435,,2/22/15 20:31,5.69716e+17,,
4531,681454521,False,finalized,3,2/25/15 1:32,negative,1.0,Can't Tell,0.6622,Southwest,,TheRandyHarbin,,0,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked,,2/23/15 19:16,5.7006e+17,Kansas City MO,Central Time (US & Canada)
840,681449419,False,finalized,3,2/25/15 4:25,negative,1.0,Cancelled Flight,0.3417,United,,kimberlytwaters,,0,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,"[39.85862444, -104.6768992]",2/23/15 19:01,5.70056e+17,Gainesville GA,Atlantic Time (Canada)
4652,681454644,False,finalized,3,2/25/15 3:21,negative,1.0,Late Flight,0.3614,Southwest,,JuniperCari,,0,@SouthwestAir but when do I get my gin &amp; tonic !?!?,,2/23/15 12:29,5.69957e+17,Chicago,Central Time (US & Canada)
9754,681461040,False,finalized,3,2/25/15 1:17,negative,1.0,longlines,0.6737,US Airways,,RyanEthanBeard,,0,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa,,2/22/15 18:16,5.69682e+17,,
13682,681678840,False,finalized,3,2/25/15 19:24,neutral,1.0,,,American,,DrDemetre,,0,@AmericanAir 235.  We made it to Seattle...,,2/22/15 22:49,5.69751e+17,Brooklyn,Eastern Time (US & Canada)
9239,681460384,False,finalized,3,2/25/15 5:42,negative,1.0,Flight Booking Problems,0.6764,US Airways,,PrettyMommy86,,0,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers",,2/23/15 17:50,5.70038e+17,,
11498,681462799,False,finalized,3,2/25/15 4:45,positive,1.0,,,US Airways,,Logunov_Daniil,,0,"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª_Ùª",,2/18/15 7:28,5.6807e+17,"Russia, _Ê___ü",Abu Dhabi
4403,681454393,False,finalized,3,2/25/15 7:46,negative,1.0,Customer Service Issue,1.0,Southwest,,julia021685,,0,@SouthwestAir I think I get a faster response on Twitter than I do when I call...what's up with that?,,2/24/15 9:13,5.7027e+17,,
7879,681458638,False,finalized,3,2/25/15 7:25,negative,1.0,Customer Service Issue,0.6869,Delta,,JessBarbalato,,0,@jetblue is the website down? Can't print boarding pass,,2/21/15 5:11,5.69122e+17,,Eastern Time (US & Canada)
9353,681460580,False,finalized,3,2/25/15 6:24,positive,0.6354,,,US Airways,,Jabis4,,0,@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,,2/23/15 13:22,5.69971e+17,VT,Eastern Time (US & Canada)
17,681448188,False,finalized,3,2/25/15 8:46,negative,1.0,Bad Flight,1.0,Virgin America,,heatherovieda,,0,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!,,2/24/15 9:39,5.70277e+17,this place called NYC,Eastern Time (US & Canada)
3837,681453824,False,finalized,3,2/25/15 9:39,negative,1.0,Lost Luggage,1.0,United,,c9n0thing,,0,@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,,2/18/15 8:53,5.68091e+17,San Diego,Pacific Time (US & Canada)
11328,681462628,False,finalized,3,2/25/15 7:32,negative,1.0,Flight Attendant Complaints,0.6573,US Airways,,mma718,,0,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.,,2/18/15 16:48,5.68211e+17,"Queens, New York",
3828,681453815,False,finalized,3,2/25/15 3:58,negative,1.0,Flight Booking Problems,0.6729,United,,ptau,,0,"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn",,2/18/15 9:08,5.68095e+17,Chasing Carmen San Diego,Central Time (US & Canada)
8899,681459938,False,finalized,3,2/25/15 9:23,positive,1.0,,,Delta,,OBF_Walt,,0,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,,2/17/15 11:23,5.67766e+17,,
12844,681677999,False,finalized,3,2/25/15 19:07,negative,1.0,Lost Luggage,1.0,American,,raymackin,,0,"@AmericanAir I'd just like to know where my bag is, when I'll get it and why I don't have it already. No accountability from Cust Service.",,2/23/15 15:27,5.70002e+17,,Eastern Time (US & Canada)
5832,681455836,False,finalized,3,2/25/15 3:48,neutral,1.0,,,Southwest,,AdrienneCorn,,0,@SouthwestAir done.0,,2/19/15 16:18,5.68565e+17,Nashville/Franklin,Central Time (US & Canada)
3462,681453262,False,finalized,3,2/25/15 9:51,neutral,1.0,,,United,,Cecilia_stories,,0,"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ",,2/19/15 6:52,5.68423e+17,Luxembourg,Paris
4503,681454493,False,finalized,3,2/25/15 8:31,negative,1.0,Cancelled Flight,1.0,Southwest,,duneshadow,,0,"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it.",,2/24/15 4:17,5.70196e+17,"Minneapolis, MN",Central Time (US & Canada)
13658,681678816,False,finalized,3,2/25/15 19:18,negative,1.0,Lost Luggage,0.6134,American,,christinachime,,0,@AmericanAir so the one time we upgrade to first class our luggage was open and now missing valuable items that can't be replaced. #upset,,2/22/15 23:58,5.69768e+17,,
7515,681458119,False,finalized,3,2/25/15 2:21,negative,1.0,Flight Attendant Complaints,1.0,Delta,,jbs2886,,0,@JetBlue thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.,,2/22/15 9:41,5.69553e+17,"New Orleans, LA",Eastern Time (US & Canada)
2659,681452183,False,finalized,3,2/25/15 2:41,negative,0.6679,Can't Tell,0.3447,United,,xVanDanx,,0,@united I miss the Continental days.,,2/20/15 18:50,5.68966e+17,Silver Spring,Eastern Time (US & Canada)
14318,681679477,False,finalized,3,2/25/15 18:57,positive,1.0,,,American,,ChipAcker,,0,@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!,,2/22/15 15:10,5.69635e+17,"Dallas, TX",Eastern Time (US & Canada)
6520,681456772,False,finalized,3,2/25/15 5:50,negative,1.0,Customer Service Issue,1.0,Southwest,,swood40,,0,@SouthwestAir You officially have the worst customer service of any airline I've ever dealt with. #southwestairlines #poor,,2/17/15 13:49,5.67803e+17,"Sunrise Beach, MO",Central Time (US & Canada)
13935,681679093,False,finalized,3,2/25/15 18:52,positive,1.0,,,American,,ljhillmanphotos,,0,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43,,2/22/15 18:44,5.69689e+17,USA,Quito
5502,681455501,False,finalized,3,2/25/15 8:01,negative,1.0,Bad Flight,0.6713,Southwest,,robfwtx,,0,@SouthwestAir I am absolutely sick of 300s and no wifi!,,2/20/15 17:21,5.68944e+17,"Fort Worth, TX",Central Time (US & Canada)
7767,681458526,False,finalized,3,2/25/15 5:25,neutral,0.3617,,0.0,Delta,,CMichaelGibson,,1,@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue,,2/21/15 14:41,5.69266e+17,Harvard Professor & MD,
4986,681454982,False,finalized,3,2/25/15 1:45,negative,0.6465,Customer Service Issue,0.6465,Southwest,,dan_humboldt,,0,@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?,,2/22/15 11:17,5.69577e+17,,
158,681448502,False,finalized,3,2/25/15 3:50,negative,0.6593,Cancelled Flight,0.6593,Virgin America,,RampantSmashing,,0,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,,2/22/15 11:01,5.69573e+17,CA,
835,681449410,False,finalized,3,2/25/15 5:15,positive,1.0,,,United,,ChrisMD123,,0,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,,2/23/15 19:09,5.70058e+17,,
8857,681459896,False,finalized,3,2/25/15 4:21,positive,0.6667,,,Delta,,janj757,,0,@JetBlue thanks!,,2/17/15 13:21,5.67796e+17,North Carolina,Eastern Time (US & Canada)
5449,681455448,False,finalized,3,2/25/15 8:22,positive,1.0,,,Southwest,,dragons_arelife,,0,@SouthwestAir Hey southwest! I wanna go to see @Imaginedragons ! You guys are a lot better then jet blue.,,2/20/15 21:02,5.68999e+17,City of Angels,Pacific Time (US & Canada)
8049,681458822,False,finalized,3,2/25/15 2:06,positive,1.0,,,Delta,,datminecraftboz,,0,@JetBlue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),,2/20/15 10:17,5.68837e+17,,
6530,681456782,True,golden,228,,negative,0.9277,Customer Service Issue,0.4821,Southwest,negative,scatignani,"Cancelled Flight
Customer Service Issue",0,@SouthwestAir I never got a Cancelled Flightlation text from this morning either #bushleague or a number to call #weakservice,,2/17/15 13:39,5.67801e+17,Nashville Tennessee,Eastern Time (US & Canada)
2605,681452074,False,finalized,3,2/25/15 1:59,negative,1.0,Flight Attendant Complaints,1.0,United,,johnwoodRTR,,0,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,"[39.84913886, -104.67403666]",2/20/15 21:29,5.69006e+17,Hong Kong,Eastern Time (US & Canada)
8282,681459100,False,finalized,3,2/25/15 2:30,neutral,1.0,,,Delta,,RobinFicklin,,0,@JetBlue yes slc on 4/19,,2/19/15 14:13,5.68534e+17,Logan.Utah,Pacific Time (US & Canada)
3745,681453732,False,finalized,3,2/25/15 4:12,negative,1.0,Customer Service Issue,0.6803,United,,HeHaithMe,,1,"@united How come you are the ONLY airline, of 90+ flights last year that makes me check my carry-on. Not even gate check...baggage claim?!?",,2/18/15 13:17,5.68157e+17,Born/Raised in 314/Home is 317,Eastern Time (US & Canada)
170,681448529,False,finalized,3,2/25/15 2:37,neutral,1.0,,,Virgin America,,NewsSWA,,0,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",,2/22/15 3:02,5.69452e+17,FL410,Sydney
13702,681678860,False,finalized,3,2/25/15 19:02,negative,1.0,Late Flight,0.6981,American,,Jimgotkp,,0,@AmericanAir Err 2 hour wait time for the Exec. Plat. line?,,2/22/15 22:13,5.69742e+17,SEA,Indiana (East)
3752,681453739,False,finalized,3,2/25/15 1:26,positive,0.6771,,,United,,kennykhlee,,0,@united thank you!,,2/18/15 12:59,5.68153e+17,San Francisco,Pacific Time (US & Canada)
12242,681677389,False,finalized,3,2/25/15 19:02,negative,0.6681,Customer Service Issue,0.6681,American,,oobunillaoo,,0,"@AmericanAir just look at RDU airport. please think about the safety of your passengers. we cant get to RDU safely!

http://t.co/wDyEkVB1Ze",,2/24/15 8:10,5.70254e+17,usa::fr::uk,London
1956,681451189,False,finalized,3,2/25/15 4:43,neutral,1.0,,,United,,FlyChristo,,0,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",,2/22/15 6:29,5.69504e+17,New York City,Eastern Time (US & Canada)
2078,681451313,False,finalized,3,2/25/15 2:33,neutral,0.6592,,,United,,JEOKOO1,,0,@united download jeokoo the American app for air travelers,,2/21/15 22:24,5.69382e+17,"Washington, DC. ",
10973,681462268,False,finalized,3,2/25/15 4:27,negative,1.0,Late Flight,1.0,US Airways,,BrianKush,,0,"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical.",,2/19/15 22:03,5.68652e+17,,Quito
2859,681452462,False,finalized,3,2/25/15 3:08,positive,1.0,,,United,,AndyA3,,0,@united thanks,,2/20/15 11:48,5.6886e+17,San Francisco,Pacific Time (US & Canada)
13946,681679104,False,finalized,3,2/25/15 18:48,neutral,0.6983,,0.0,American,,jkhoey,,0,@AmericanAir if you could get the gate crew to help us off FLT 5350 that would be great....,,2/22/15 18:39,5.69688e+17,"New York, NY",Eastern Time (US & Canada)
7122,681457620,False,finalized,3,2/25/15 1:48,negative,0.3435,Can't Tell,0.3435,Delta,,NellyyMichelle,,0,:( RT @JetBlue: Our fleet's on fleek. http://t.co/ncguZDgDaQ,,2/23/15 10:38,5.69929e+17,Where there is love..,Pacific Time (US & Canada)
12646,681677795,False,finalized,3,2/25/15 19:22,neutral,0.6509999999999999,,0.0,American,,csckirk,,0,@AmericanAir With snow/ice forecast DFW Tu pm-We am what is change policy on reservations we hold Wed morning? Any leeway??,,2/23/15 20:27,5.70077e+17,North Texas,Central Time (US & Canada)
11716,681463018,False,finalized,3,2/25/15 1:34,negative,1.0,Late Flight,1.0,US Airways,,GGoodie56,,0,@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,,2/17/15 13:45,5.67802e+17,Wading River,
10083,681461372,False,finalized,3,2/25/15 3:30,negative,1.0,Cancelled Flight,0.6596,US Airways,,khokanson,,0,@usairways 3rd time cut off after 10+ minutes on hold with Chairmans desk?!??? Wth how are we supposed to rebook Cancelled Flightled flights?!?!?,,2/22/15 9:02,5.69543e+17,PA,Eastern Time (US & Canada)
12495,681677643,False,finalized,3,2/25/15 19:14,negative,1.0,Customer Service Issue,1.0,American,,brentwit,,0,@AmericanAir no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information,,2/24/15 1:18,5.70151e+17,Texas,Central Time (US & Canada)
14351,681679510,False,finalized,3,2/25/15 18:53,negative,1.0,longlines,0.3582,American,,JulianaSheldon,,0,"@AmericanAir second, she sat on the Tarmac for 3 hrs only to be told it would be 30 mins",,2/22/15 14:48,5.6963e+17,"Los Angeles, CA",Pacific Time (US & Canada)
10197,681461487,False,finalized,3,2/25/15 1:01,negative,1.0,Cancelled Flight,0.6699,US Airways,,drewdenker,,0,@USAirways claimed my flight Cancelled Flighted because PHL runway not good but Delta flight at same exact time is taking off on time.,,2/22/15 5:48,5.69494e+17,,
6720,681457086,False,finalized,3,2/25/15 8:04,neutral,1.0,,,Southwest,,matthewhyah,,0,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,,2/17/15 8:26,5.67722e+17,USA,
9051,681460092,False,finalized,3,2/25/15 6:57,negative,1.0,Customer Service Issue,1.0,US Airways,,JenRomanoff,,0,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??,,2/24/15 9:03,5.70268e+17,,Eastern Time (US & Canada)
13320,681678475,False,finalized,3,2/25/15 19:24,negative,1.0,Customer Service Issue,1.0,American,,RachelMader2,,0,"@AmericanAir I understand that. But 14 hours Late Flightr, I still haven't heard a word! How can you plan your week with no zero information!",,2/23/15 8:05,5.69891e+17,,
13554,681678712,False,finalized,3,2/25/15 19:16,negative,1.0,Customer Service Issue,0.6283,American,,mas90guru,,0,"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air"".",,2/23/15 4:14,5.69833e+17,"Glastonbury, CT",Eastern Time (US & Canada)
12628,681677776,False,finalized,3,2/25/15 18:58,neutral,1.0,,,American,,Gww1863,,0,@AmericanAir on our way now,"[39.8893997, -75.219676]",2/23/15 20:48,5.70083e+17,,
3121,681452740,False,finalized,3,2/25/15 2:06,negative,1.0,Late Flight,1.0,United,,JenniferWalshPR,,0,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP,,2/19/15 22:17,5.68656e+17,Houston,Central Time (US & Canada)
10868,681462162,False,finalized,3,2/25/15 6:24,negative,1.0,Lost Luggage,1.0,US Airways,,andreawalls21,,0,@USAirways horrible experience to key west lost luggage called to check &amp; was told not to call back reconsidering my flight back,,2/20/15 8:41,5.68813e+17,,
664,681449159,False,finalized,3,2/25/15 1:59,negative,0.6832,Flight Booking Problems,0.6832,United,,Kalbozey,,0,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,,2/24/15 5:22,5.70212e+17,Southern California,Pacific Time (US & Canada)
